target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2,reactant-1-3,reactant-2-3,reaction-product-smiles-3,reaction-name-3,reaction-recipe-3,reaction-groupby-column-3
C99880,1,,,,COCC(=O)O,Nc1ccc(C=O)cc1,COCC(=O)Nc1ccc(C=O)cc1,Amidation,,,,,,,,,,,,,,
C71907,1,,,,NCCCI,O=C(CCl)c1ccc(O)c(O)c1,NCCCOc1ccc(C(=O)CCl)cc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C99881,1,,,,C=C(Cl)C(=O)O,Nc1ccc(C=O)cc1,C=C(Cl)C(=O)Nc1ccc(C=O)cc1,Amidation,,,,,,,,,,,,,,
C97770,1,,,,O=C(O)C1CNC1,CC(=O)c1cc(Cl)c(N)c(Cl)c1,CC(=O)c1cc(Cl)c(NC(=O)C2CNC2)c(Cl)c1,Amidation,,,,,,,,,,,,,,
C34877,1,,,,Nc1c[nH]c2ccccc12,CC(N)c1ccc(C(=O)O)cc1,CC(N)c1ccc(C(=O)Nc2c[nH]c3ccccc23)cc1,Amidation,,,,,,,,,,,,,,
C76319,1,,,,NC(CCl)C(=O)O,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,NC(CCl)C(=O)N1CCC(C(=O)c2ccc3c(c2)CC(=O)N3)CC1,Amidation,,,,,,,,,,,,,,
C45695,1,,,,N#CCC(=O)O,CN(C)C(=O)c1ccc(N)cn1,CN(C)C(=O)c1ccc(NC(=O)CC#N)cn1,Amidation,,,,,,,,,,,,,,
C82618,1,,,,CCI,COc1cc(C(C)=O)ccc1O,CCOc1ccc(C(C)=O)cc1OC,Williamson_ether_synthesis,,,,,,,,,,,,,,
C45724,1,,,,N#CCC(=O)O,COc1nc(C(N)=O)ccc1N,COc1nc(C(N)=O)ccc1NC(=O)CC#N,Amidation,,,,,,,,,,,,,,
C71950,1,,,,N#CCCI,O=C(CCl)c1ccc(O)cc1O,N#CCCOc1ccc(C(=O)CCl)c(O)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C34945,1,,,,NCc1ccc(C(=O)O)cc1,Nc1c[nH]c2cc(Br)ccc12,NCc1ccc(C(=O)Nc2c[nH]c3cc(Br)ccc23)cc1,Amidation,,,,,,,,,,,,,,
C71952,1,,,,N#CCCI,O=C(CCl)c1ccc(O)c(O)c1,N#CCCOc1cc(C(=O)CCl)ccc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C97816,1,,,,CC(C#N)C(=O)O,CC(=O)c1cc(Cl)c(N)c(Cl)c1,CC(=O)c1cc(Cl)c(NC(=O)C(C)C#N)c(Cl)c1,Amidation,,,,,,,,,,,,,,
C71958,1,,,,N#CCCI,O=C(CCl)c1ccc(O)c(O)c1,N#CCCOc1ccc(C(=O)CCl)cc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C34968,1,,,,NCc1ccc(C(=O)O)cc1,Nc1c[nH]c2ccc(F)cc12,NCc1ccc(C(=O)Nc2c[nH]c3ccc(F)cc23)cc1,Amidation,,,,,,,,,,,,,,
C76352,1,,,,CC[S+]([O-])CC(=O)O,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,CC[S+]([O-])CC(=O)N1CCC(C(=O)c2ccc3c(c2)CC(=O)N3)CC1,Amidation,,,,,,,,,,,,,,
C43476,1,,,,O=C1NCCCC1CO,O=C(O)c1ccnc(Br)c1F,O=C(OCC1CCCNC1=O)c1ccnc(Br)c1F,Steglich_esterification,,,,,,,,,,,,,,
C82651,1,,,,NCCCI,CC(=O)c1ccc(O)cc1,CC(=O)c1ccc(OCCCN)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C76356,1,,,,CC(O)C(F)C(=O)O,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,CC(O)C(F)C(=O)N1CCC(C(=O)c2ccc3c(c2)CC(=O)N3)CC1,Amidation,,,,,,,,,,,,,,
C82652,1,,,,C=C(Br)CI,CC(=O)c1ccc(O)cc1,C=C(Br)COc1ccc(C(C)=O)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C71983,1,,,,COCCCI,O=C(CCl)c1ccc(O)cc1,COCCCOc1ccc(C(=O)CCl)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C84425,1,,,,C=C(Br)CI,O=C(CCl)c1ccc(O)c(O)c1,C=C(CI)Oc1cc(C(=O)CCl)ccc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C43512,1,,,,O=C1NCCCC1CO,COc1cc(C(=O)O)c(F)cn1,COc1cc(C(=O)OCC2CCCNC2=O)c(F)cn1,Steglich_esterification,,,,,,,,,,,,,,
C76378,1,,,,N#CC(=NO)C(=O)O,O=C1Cc2cc(C(=O)C3CCNCC3)ccc2N1,N#CC(=NO)C(=O)N1CCC(C(=O)c2ccc3c(c2)CC(=O)N3)CC1,Amidation,,,,,,,,,,,,,,
C95794,1,,,,O=C(O)C1CNC1,CC(=O)c1ccc(N)cc1Cl,CC(=O)c1ccc(NC(=O)C2CNC2)cc1Cl,Amidation,,,,,,,,,,,,,,
C93736,1,,,,N#CCC(=O)O,CC(=O)c1ccc(N)cc1Cl,CC(=O)c1ccc(NC(=O)CC#N)cc1Cl,Amidation,,,,,,,,,,,,,,
C72006,1,,,,C#CCCI,O=C(CCl)c1ccc(O)cc1O,C#CCCOc1ccc(C(=O)CCl)c(O)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C72007,1,,,,C#CCCI,O=C(CCl)c1ccc(O)c(O)c1,C#CCCOc1ccc(C(=O)CCl)cc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C72008,1,,,,C#CCCI,O=C(CCl)c1ccc(O)c(O)c1,C#CCCOc1cc(C(=O)CCl)ccc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C72011,1,,,,CCCCI,O=C(CCl)c1ccc(O)cc1O,CCCCOc1ccc(C(=O)CCl)c(O)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C72012,1,,,,CCCCI,O=C(CCl)c1ccc(O)cc1O,CCCCOc1cc(O)ccc1C(=O)CCl,Williamson_ether_synthesis,,,,,,,,,,,,,,
C72013,1,,,,CCCCI,O=C(CCl)c1ccc(O)c(O)c1,CCCCOc1ccc(C(=O)CCl)cc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C72014,1,,,,CCCCI,O=C(CCl)c1ccc(O)c(O)c1,CCCCOc1cc(C(=O)CCl)ccc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82680,1,,,,CC(=O)c1ccc(O)c(N)c1,ClCCBr,CC(=O)c1ccc(OCCCl)c(N)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C108248,1,,,,NC1CC(C(F)(F)F)C1,O=C(O)c1cc2cc(Br)sc2[nH]1,O=C(NC1CC(C(F)(F)F)C1)c1cc2cc(Br)sc2[nH]1,Amidation,,,,,,,,,,,,,,
C108250,1,,,,O=C(O)c1cc2ccsc2[nH]1,CC1(N)CC(C(F)(F)F)C1,CC1(NC(=O)c2cc3ccsc3[nH]2)CC(C(F)(F)F)C1,Amidation,,,,,,,,,,,,,,
C95870,1,,,,NC(CCl)C(=O)O,CC(=O)c1ccc(N)cc1Cl,CC(=O)c1ccc(NC(=O)C(N)CCl)cc1Cl,Amidation,,,,,,,,,,,,,,
C82716,1,,,,C#CCCI,CC(=O)c1ccc(O)c(F)c1,C#CCCOc1ccc(C(C)=O)cc1F,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82720,1,,,,C#CCCI,CC(=O)c1ccc(O)c(N)c1,C#CCCOc1ccc(C(C)=O)cc1N,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82727,1,,,,CCCCI,CC(=O)c1ccc(O)c(N)c1,CCCCOc1ccc(C(C)=O)cc1N,Williamson_ether_synthesis,,,,,,,,,,,,,,
C97944,1,,,,NC(CCl)C(=O)O,CC(=O)c1cc(Cl)c(N)c(Cl)c1,CC(=O)c1cc(Cl)c(NC(=O)C(N)CCl)c(Cl)c1,Amidation,,,,,,,,,,,,,,
C82730,1,,,,CCCCI,CC(=O)c1ccc(O)c(F)c1,CCCCOc1ccc(C(C)=O)cc1F,Williamson_ether_synthesis,,,,,,,,,,,,,,
C72076,1,,,,C=C(Br)CI,O=C(CCl)c1ccc(O)c(O)c1,C=C(CI)Oc1ccc(C(=O)CCl)cc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82735,1,,,,COCCCI,CC(=O)c1ccc(O)cc1,COCCCOc1ccc(C(C)=O)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C72081,1,,,,C=C(Br)CI,O=C(CCl)c1ccc(O)cc1O,C=C(CI)Oc1ccc(C(=O)CCl)c(O)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C16458,1,,,,CN1CCN(c2ccc(N)nc2)CC1=O,Cc1cc(C=O)ccc1C#N,Cc1cc(CNc2ccc(N3CCN(C)C(=O)C3)cn2)ccc1C#N,Reductive_amination,,,,,,,,,,,,,,
C66195,1,,,,CCC(=O)c1ccc(O)c(Cl)c1,C=C(Br)CI,C=C(CI)Oc1ccc(C(=O)CC)cc1Cl,Williamson_ether_synthesis,,,,,,,,,,,,,,
C72115,1,,,,C=C(Br)CI,O=C(CCl)c1ccc(O)cc1O,C=C(Br)COc1ccc(C(=O)CCl)c(O)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82771,1,,,,C=C(Br)CI,CC(=O)c1ccc(O)c(N)c1,C=C(Br)COc1ccc(C(C)=O)cc1N,Williamson_ether_synthesis,,,,,,,,,,,,,,
C106294,1,,,,O=C(O)CCl,CN(C)C(=O)c1ccc2c(c1)CCN2,CN(C)C(=O)c1ccc2c(c1)CCN2C(=O)CCl,Amidation,,,,,,,,,,,,,,
C82785,1,,,,C=C(Br)CI,CC(=O)c1ccc(O)c(N)c1,C=C(CI)Oc1ccc(C(C)=O)cc1N,Williamson_ether_synthesis,,,,,,,,,,,,,,
C106301,1,,,,O=C(O)CS,CN(C)C(=O)c1ccc2c(c1)CCN2,CN(C)C(=O)c1ccc2c(c1)CCN2C(=O)CS,Amidation,,,,,,,,,,,,,,
C108403,1,,,,O=C(O)c1cc2cc(Br)sc2[nH]1,CC1(N)CC(C(F)(F)F)C1,CC1(NC(=O)c2cc3cc(Br)sc3[nH]2)CC(C(F)(F)F)C1,Amidation,,,,,,,,,,,,,,
C116950,1,,,,Nc1ccc(N2CCCC2=O)cn1,O=Cc1cccc(F)c1I,O=C1CCCN1c1ccc(NCc2cccc(F)c2I)nc1,Reductive_amination,,,,,,,,,,,,,,
C86504,1,,,,CC=CCI,O=C(CCl)c1ccc(O)cc1O,CC=CCOc1cc(O)ccc1C(=O)CCl,Williamson_ether_synthesis,,,,,,,,,,,,,,
C86506,1,,,,CC=CCI,O=C(CCl)c1ccc(O)c(O)c1,CC=CCOc1cc(C(=O)CCl)ccc1O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C21669,1,,,,NCc1ccc(C(F)(F)F)c(Cl)c1,O=C1NC(=O)N(c2ccc(Br)cc2)C1=O,O=C1NC(=O)N(c2ccc(NCc3ccc(C(F)(F)F)c(Cl)c3)cc2)C1=O,Buchwald-Hartwig_amination,,,,,,,,,,,,,,
C18683,1,,,,NC(=O)C(=O)O,Cc1nn(C)c(C)c1CC(=O)NC(CN)c1ccc2ccccc2c1,Cc1nn(C)c(C)c1CC(=O)NC(CNC(=O)C(N)=O)c1ccc2ccccc2c1,Amidation,,,,,,,,,,,,,,
C70106,1,,,,NCCCI,O=C1CCCCc2cc(O)ccc21,NCCCOc1ccc2c(c1)CCCCC2=O,Williamson_ether_synthesis,,,,,,,,,,,,,,
C61891,1,,,,C=C(Cl)C(=O)O,Cc1nn(C)c(C)c1CC(=O)NC(CN)c1ccc2ccccc2c1,C=C(Cl)C(=O)NCC(NC(=O)Cc1c(C)nn(C)c1C)c1ccc2ccccc2c1,Amidation,,,,,,,,,,,,,,
C86522,1,,,,N#CCCI,O=C(CCl)c1ccc(O)cc1O,N#CCCOc1cc(O)ccc1C(=O)CCl,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82817,1,,,,C=C(Br)CI,CC(=O)c1ccc(O)c(F)c1,C=C(Br)COc1ccc(C(C)=O)cc1F,Williamson_ether_synthesis,,,,,,,,,,,,,,
C18701,1,,,,Cc1nn(C)c(C)c1CC(=O)NC(CN)c1ccc2ccccc2c1,NC(CCl)C(=O)O,Cc1nn(C)c(C)c1CC(=O)NC(CNC(=O)C(N)CCl)c1ccc2ccccc2c1,Amidation,,,,,,,,,,,,,,
C82824,1,,,,O=C(O)CCI,CC(=O)c1ccc(O)cc1,CC(=O)c1ccc(OCCC(=O)O)cc1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C93952,1,,,,COCC(=O)O,CC(=O)c1ccc(N)cc1Cl,COCC(=O)Nc1ccc(C(C)=O)c(Cl)c1,Amidation,,,,,,,,,,,,,,
C61931,1,,,,CC(=O)C1CC1(Cl)C(=O)O,Cc1nn(C)c(C)c1CC(=O)NC(CN)c1ccc2ccccc2c1,CC(=O)C1CC1(Cl)C(=O)NCC(NC(=O)Cc1c(C)nn(C)c1C)c1ccc2ccccc2c1,Amidation,,,,,,,,,,,,,,
C106379,1,,,,O=C(O)CO,CN(C)C(=O)c1ccc2c(c1)CCN2,CN(C)C(=O)c1ccc2c(c1)CCN2C(=O)CO,Amidation,,,,,,,,,,,,,,
C82857,1,,,,NCCCI,CC(=O)c1ccc(O)c(F)c1,CC(=O)c1ccc(OCCCN)c(F)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82861,1,,,,C=C(Br)CI,CC(=O)c1ccc(O)c(F)c1,C=C(CI)Oc1ccc(C(C)=O)cc1F,Williamson_ether_synthesis,,,,,,,,,,,,,,
C82876,1,,,,NCCCI,CC(=O)c1ccc(O)c(N)c1,CC(=O)c1ccc(OCCCN)c(N)c1,Williamson_ether_synthesis,,,,,,,,,,,,,,
C106424,1,,,,NCC(=O)O,CN(C)C(=O)c1ccc2c(c1)CCN2,CN(C)C(=O)c1ccc2c(c1)CCN2C(=O)CN,Amidation,,,,,,,,,,,,,,
C62012,1,,,,COc1cc(N)n(C)n1,O=C(O)CC(C(=O)O)C(F)(F)F,COc1cc(NC(=O)C(CC(=O)O)C(F)(F)F)n(C)n1,Amidation,,,,,,,,,,,,,,
C62013,1,,,,COc1cc(N)n(C)n1,O=C(O)CC(C(=O)O)C(F)(F)F,COc1cc(NC(=O)CC(C(=O)O)C(F)(F)F)n(C)n1,Amidation,,,,,,,,,,,,,,
C46086,1,,,,NC(=O)c1ccc(N)cn1,CCC(C)(C#N)C(=O)O,CCC(C)(C#N)C(=O)Nc1ccc(C(N)=O)nc1,Amidation,,,,,,,,,,,,,,
