target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2,reactant-1-3,reactant-2-3,reaction-product-smiles-3,reaction-name-3,reaction-recipe-3,reaction-groupby-column-3,reactant-1-4,reactant-2-4,reaction-product-smiles-4,reaction-name-4,reaction-recipe-4,reaction-groupby-column-4
C167,4,,,,CC(N)=O,O=C(O)Cc1cc(Cl)cnc1Br,CC(=O)Nc1cnc(Br)c(CC(=O)O)c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,NCC(N)c1ccc2ccccc2c1,CC(=O)Nc1cnc(Br)c(CC(=O)O)c1,CC(=O)Nc1cnc(Br)c(CC(=O)NC(CN)c2ccc3ccccc3c2)c1,Amidation,,,CC(=O)Nc1cnc(Br)c(CC(=O)NC(CN)c2ccc3ccccc3c2)c1,NCC(=O)OC1CC1,CC(=O)Nc1cnc(Br)c(CC(=O)NC(CNC(=O)CN)c2ccc3ccccc3c2)c1,Ester_amidation,,,CC(N)=O,CC(=O)Nc1cnc(Br)c(CC(=O)NC(CNC(=O)CN)c2ccc3ccccc3c2)c1,CC(=O)Nc1cnc(NC(C)=O)c(CC(=O)NC(CNC(=O)CN)c2ccc3ccccc3c2)c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
C167,4,,,,CC(N)=O,O=C(O)Cc1cc(Cl)cnc1Br,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,NCC(N)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,Amidation,,,CCOC(=O)CN,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,Ester_amidation,,,CC(N)=O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,CC(=O)Nc1cnc(NC(C)=O)c(CC(=O)NC(CNC(=O)CN)c2ccc3ccccc3c2)c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
C167,4,,,,CC(N)=O,O=C(O)Cc1cc(Cl)cnc1Br,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,NCC(N)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,Amidation,,,CC1=NCC(=O)O1,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,Ester_amidation,,,CC(N)=O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,CC(=O)Nc1cnc(NC(C)=O)c(CC(=O)NC(CNC(=O)CN)c2ccc3ccccc3c2)c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
C167,4,,,,CC(N)=O,O=C(O)Cc1cc(Cl)cnc1Br,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,NCC(N)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,Amidation,,,O=C1CNC(=O)O1,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,Ester_amidation,,,CC(N)=O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,CC(=O)Nc1cnc(NC(C)=O)c(CC(=O)NC(CNC(=O)CN)c2ccc3ccccc3c2)c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
C167,4,,,,CC(N)=O,O=C(O)Cc1cc(Cl)cnc1Br,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,NCC(N)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,Amidation,,,C=CCOC(=O)CN,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,Ester_amidation,,,CC(N)=O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,CC(=O)Nc1cnc(NC(C)=O)c(CC(=O)NC(CNC(=O)CN)c2ccc3ccccc3c2)c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
C167,4,,,,CC(N)=O,O=C(O)Cc1cc(Cl)cnc1Br,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,NCC(N)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,Amidation,,,CC(C)OC(=O)CN,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,Ester_amidation,,,CC(N)=O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,CC(=O)Nc1cnc(NC(C)=O)c(CC(=O)NC(CNC(=O)CN)c2ccc3ccccc3c2)c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
C167,4,,,,CC(N)=O,O=C(O)Cc1cc(Cl)cnc1Br,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,NCC(N)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,Amidation,,,CCCOC(=O)CN,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,Ester_amidation,,,CC(N)=O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,CC(=O)Nc1cnc(NC(C)=O)c(CC(=O)NC(CNC(=O)CN)c2ccc3ccccc3c2)c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
C167,4,,,,CC(N)=O,O=C(O)Cc1cc(Cl)cnc1Br,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,NCC(N)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,Amidation,,,C#CCOC(=O)CN,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,Ester_amidation,,,CC(N)=O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,CC(=O)Nc1cnc(NC(C)=O)c(CC(=O)NC(CNC(=O)CN)c2ccc3ccccc3c2)c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
C167,4,,,,CC(N)=O,O=C(O)Cc1cc(Cl)cnc1Br,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,NCC(N)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,Amidation,,,NCC(=O)OCCCl,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,Ester_amidation,,,CC(N)=O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,CC(=O)Nc1cnc(NC(C)=O)c(CC(=O)NC(CNC(=O)CN)c2ccc3ccccc3c2)c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
C167,4,,,,CC(N)=O,O=C(O)Cc1cc(Cl)cnc1Br,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,NCC(N)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,Amidation,,,NCC(=O)OC1CC1,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CN)c1ccc2ccccc2c1,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,Ester_amidation,,,CC(N)=O,CC(=O)Nc1ncc(Cl)cc1CC(=O)NC(CNC(=O)CN)c1ccc2ccccc2c1,CC(=O)Nc1cnc(NC(C)=O)c(CC(=O)NC(CNC(=O)CN)c2ccc3ccccc3c2)c1,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,
